book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
2923,122,10,16328,663,10,24,2005,141,5
1843,209,3,22312,527,1,41,2016,133,5
2842,226,9,12680,458,9,13,2006,22,6
488,303,7,376,577,6,8,2005,147,7
327,27,4,18548,681,8,12,2015,157,6
270,120,1,8574,226,3,10,2020,112,4
2619,289,6,17756,685,10,39,2007,40,3
1500,386,3,6298,172,6,29,2011,83,3
1663,414,6,18170,215,8,17,2004,57,4
477,220,1,26800,563,5,3,2002,42,2
896,227,1,8666,204,9,21,2007,114,7
2509,192,7,6314,570,9,24,2018,9,7
894,74,9,4592,95,9,36,2000,119,3
2319,403,2,5488,657,3,39,2002,12,6
1882,434,8,2729,536,2,26,2010,1,1
1006,355,1,15689,601,2,1,2005,135,2
1332,79,3,28698,300,10,26,2004,127,6
1444,94,7,26925,540,3,28,2005,166,1
2686,305,1,213,256,7,49,2007,108,5
2662,63,8,11729,374,3,18,2006,26,4
2172,222,3,20224,590,2,27,2006,190,3
590,250,7,5907,472,4,11,2014,161,2
1546,119,8,22980,174,7,49,2007,139,4
2124,188,2,12734,154,6,20,2015,23,6
702,205,9,3479,400,6,31,2020,22,6
1677,284,10,20822,207,7,35,2016,52,2
2177,322,6,2258,355,7,49,2021,156,1
2885,277,8,18260,398,3,43,2012,172,1
2343,286,5,24761,401,2,10,2018,11,7
1844,81,2,15612,581,8,46,2001,153,2
2003,14,2,20398,342,1,3,2020,88,2
1313,299,8,2240,446,5,33,2010,31,6
1076,284,2,22472,143,1,42,2008,41,4
611,401,5,7019,83,10,46,2010,145,6
1567,372,8,26725,652,9,37,2003,150,3
426,438,7,28525,588,4,38,2005,156,5
1674,163,3,4697,224,7,49,2015,172,1
1721,308,1,28559,530,1,4,2012,140,3
1529,431,8,20107,628,7,34,2016,37,2
2732,40,1,25075,348,5,16,2015,133,3
2391,368,8,14239,129,6,44,2019,14,7
579,166,1,27204,219,10,32,2004,107,7
1437,71,7,5087,409,1,17,2016,159,2
1668,340,2,28683,356,4,44,2014,91,6
2908,229,9,27217,254,10,27,2012,13,6
1620,277,8,27259,592,4,6,2009,40,7
279,216,8,10413,188,1,48,2009,9,5
1392,163,1,29963,676,5,9,2019,59,6
2422,57,4,6957,637,2,40,2014,18,1
911,371,9,8066,651,1,19,2020,18,3
2693,156,10,5914,371,8,39,2002,91,7
2969,427,6,9013,607,9,8,2001,144,4
1701,436,10,21127,102,10,39,2001,149,7
882,27,2,6107,666,6,49,2008,175,7
684,1,6,13936,644,10,47,2017,56,3
71,176,9,9383,335,4,19,2002,71,6
2349,422,4,6517,511,7,30,2001,185,5
2568,85,9,29746,205,1,1,2012,183,1
331,219,4,12036,258,2,1,2019,98,6
79,335,1,10519,677,3,19,2007,126,3
1242,184,5,13019,618,6,45,2000,11,2
1992,93,4,22050,100,5,44,2014,35,2
1932,443,5,15684,201,6,28,2019,175,6
1114,179,4,21589,269,3,11,2017,134,6
1044,162,5,17470,589,3,18,2016,87,5
2220,300,7,19543,302,4,15,2000,181,7
718,315,1,7639,457,2,45,2014,90,4
140,133,4,14593,266,3,49,2006,128,1
2784,2,6,18061,631,3,38,2002,177,2
2187,253,2,20888,410,1,10,2007,168,7
1641,168,1,11538,522,3,38,2009,174,7
1352,353,8,24000,654,7,33,2005,117,7
2296,431,7,11804,280,1,50,2020,34,6
1155,225,1,26236,391,9,13,2021,136,7
624,377,9,6536,494,1,44,2019,146,5
1500,36,7,12282,381,5,5,2014,56,4
804,106,5,25489,612,8,40,2000,59,6
397,244,5,3092,187,3,7,2001,43,2
1128,34,3,13331,84,10,42,2009,167,3
1325,210,1,21569,513,3,18,2010,53,5
572,71,10,2212,568,8,36,2019,118,6
1666,118,9,10988,397,4,8,2001,127,2
1820,129,6,26674,561,8,20,2015,110,1
1512,290,1,5244,351,7,9,2013,197,5
1264,146,4,17251,265,3,41,2021,10,3
1382,64,10,4977,489,8,15,2012,40,1
1532,192,8,24811,675,6,5,2001,65,2
1817,127,8,12744,347,4,38,2008,72,2
129,27,9,7398,168,5,15,2015,26,7
2652,408,7,22352,252,6,19,2016,61,2
2897,365,9,14324,237,3,2,2014,192,6
1451,289,5,14687,403,3,22,2009,166,2
1003,161,1,1122,230,4,33,2007,155,3
2536,158,9,20337,275,10,19,2006,12,2
1836,204,5,21164,136,9,4,2019,34,1
1083,27,3,20999,657,4,7,2019,48,6
1754,161,4,6475,380,5,30,2008,97,3
157,52,10,26822,300,4,44,2004,88,7
2754,172,8,27885,672,2,41,2019,118,6
1681,130,1,26892,585,2,42,2002,188,3
2835,256,3,7585,121,4,42,2002,42,3
1578,190,2,13463,419,3,11,2002,125,4
647,170,9,7757,348,10,37,2002,10,5
1124,203,6,11256,465,8,44,2012,61,4
1577,60,6,3037,148,2,4,2005,184,3
694,23,8,7964,569,10,50,2012,145,3
2162,41,8,6898,657,1,28,2014,100,5
1824,350,6,8887,291,8,27,2015,13,1
2233,169,5,20562,592,5,3,2002,183,5
1897,202,7,24268,655,5,25,2001,61,7
410,51,5,10312,430,4,9,2006,189,7
634,297,8,559,696,9,25,2020,143,5
624,352,5,12228,350,3,30,2000,137,1
1513,267,6,17626,152,6,40,2019,91,3
168,402,10,12773,338,10,12,2016,122,1
2815,411,10,11481,75,2,12,2020,61,2
1839,450,3,25579,180,1,2,2018,161,6
1069,197,5,24795,240,8,11,2008,199,4
276,328,8,19612,554,1,42,2005,38,1
1986,406,7,4948,88,5,8,2005,76,1
840,268,3,28658,116,8,19,2010,112,5
1494,74,5,7621,262,3,11,2002,172,6
1603,260,2,21410,174,7,4,2009,113,7
282,71,8,6547,390,6,19,2000,111,2
102,148,9,14636,192,7,31,2006,47,4
1108,390,9,15279,137,5,10,2009,21,5
2842,16,7,14176,341,5,39,2012,146,7
723,68,7,15910,270,7,29,2004,118,1
1417,162,4,21929,350,6,27,2019,158,2
1527,57,8,13175,589,6,30,2019,12,6
1521,187,9,26679,87,1,12,2011,89,1
1414,406,2,1006,216,7,37,2012,66,1
1225,84,1,18489,632,4,19,2014,131,5
2135,336,3,18525,161,4,9,2004,13,3
2954,275,3,28831,579,1,8,2016,78,5
2742,111,1,23487,616,3,15,2007,123,4
212,292,9,3403,351,6,47,2013,66,6
2664,100,3,19235,312,10,30,2011,125,2
2633,255,2,21271,445,5,15,2010,39,6
1223,442,4,9348,122,9,16,2011,139,4
2862,250,8,14710,301,1,9,2005,110,3
2154,36,9,1398,91,5,42,2013,95,2
1814,351,2,16570,621,5,18,2009,104,1
2382,109,10,5785,634,3,28,2013,178,1
485,1,4,14986,592,7,32,2007,115,5
2345,292,10,24119,573,5,21,2005,84,3
2975,90,6,16651,221,5,16,2004,40,2
40,118,3,23748,349,8,24,2019,31,2
2157,322,4,2184,631,9,11,2001,51,1
15,89,4,7368,397,3,27,2003,127,1
256,112,8,4311,405,2,16,2009,169,4
1998,200,6,17035,343,3,10,2009,104,2
359,170,7,3206,444,6,7,2010,67,1
1177,356,10,28438,373,5,4,2021,80,1
643,321,10,22930,356,5,9,2002,46,7
2861,246,7,8773,311,3,10,2017,195,1
944,38,6,18408,450,8,27,2010,185,3
1010,62,4,19901,513,5,25,2010,31,2
379,295,1,11702,198,2,3,2004,116,4
970,104,1,27381,597,10,27,2018,47,7
915,430,5,9910,450,10,33,2017,103,3
1912,217,8,26121,690,4,36,2019,195,5
115,241,9,11601,320,1,44,2015,177,7
774,409,10,14059,338,5,26,2018,122,1
1240,312,7,3317,298,3,28,2011,86,2
14,446,6,26812,673,1,41,2008,173,4
1903,368,2,24788,263,2,9,2012,46,6
602,331,10,20910,379,4,18,2005,22,4
1038,395,2,13282,235,2,19,2015,38,2
1471,333,3,29440,141,3,22,2017,185,2
259,130,4,7722,615,3,15,2012,154,5
2430,244,2,27892,360,9,20,2014,124,5
927,291,10,524,322,7,18,2019,94,7
513,110,3,15883,334,3,13,2020,92,3
2538,43,4,13386,423,7,33,2004,4,6
1431,295,10,10789,340,8,31,2007,146,4
912,176,5,16567,559,1,45,2013,10,3
344,47,4,10577,471,9,47,2013,131,2
1593,310,1,17348,154,8,24,2006,76,1
2076,292,1,5241,506,7,5,2005,78,3
2161,147,8,17414,201,10,8,2007,3,1
455,328,9,27405,669,10,47,2009,81,2
1545,281,10,1157,589,6,11,2009,32,1
645,76,9,17327,310,6,21,2006,116,6
2494,128,6,17705,182,10,46,2008,187,6
958,409,6,988,258,6,28,2002,139,5
298,58,7,21241,215,4,49,2004,24,1
960,2,8,7167,395,8,5,2005,140,4
2856,49,10,8580,264,7,4,2020,10,6
1166,128,7,18942,216,10,33,2001,29,2
1039,309,10,2372,268,9,15,2014,93,7
1763,133,1,21568,154,9,50,2008,171,5
600,238,7,1693,220,4,41,2012,103,4
1219,340,6,17598,381,1,30,2015,61,3
737,32,3,13451,165,10,1,2017,172,2
2613,406,8,15893,560,4,42,2010,35,4
1978,137,6,16130,627,4,28,2020,133,3
1803,270,2,11449,367,3,20,2007,18,1
876,352,9,6669,328,9,30,2008,195,6
1204,144,3,26357,590,3,1,2000,136,2
2432,330,9,23034,658,3,23,2013,187,2
1883,212,7,29481,393,6,50,2016,158,3
1366,415,7,12286,350,6,42,2020,43,4
1826,301,7,5748,247,5,9,2020,146,3
836,301,7,27516,271,10,37,2014,196,4
561,112,3,24899,467,1,13,2000,55,5
1126,306,3,13972,197,9,43,2001,116,1
2564,345,6,7780,165,5,41,2012,28,3
2536,28,9,8549,346,7,23,2007,19,6
1494,306,5,3673,242,4,48,2014,8,4
2304,22,8,28379,376,8,17,2017,177,5
2402,136,7,25481,376,10,11,2016,38,4
1567,199,4,2955,608,1,6,2015,155,2
2996,233,10,5055,321,3,34,2002,90,2
2859,175,2,3445,147,3,9,2005,134,6
938,124,10,2857,554,2,41,2007,178,3
1566,105,5,6623,639,3,33,2004,52,5
713,251,6,4353,509,8,8,2004,66,7
19,8,6,9278,309,6,8,2000,85,5
887,346,4,26113,163,6,38,2010,81,7
674,288,5,4875,147,3,18,2002,162,7
2982,113,7,26237,176,6,19,2005,152,5
2470,35,3,14972,376,9,15,2007,145,7
2013,253,1,20960,212,3,42,2003,34,4
1167,297,4,7522,473,7,9,2007,6,2
2129,49,6,24648,338,4,44,2007,38,2
1963,331,1,20397,605,4,27,2007,155,4
2371,420,8,12922,401,1,23,2019,39,4
1832,80,1,21557,372,3,29,2008,145,7
2414,118,9,1721,273,9,26,2013,110,3
2285,33,8,12222,434,4,3,2001,183,6
1508,131,10,7692,534,1,12,2006,62,2
1868,172,10,27255,294,10,34,2019,72,2
2841,366,1,20954,519,6,47,2008,97,2
1123,350,5,23737,325,6,14,2008,156,3
2495,289,8,4037,261,9,14,2018,95,2
2812,99,4,13746,537,9,18,2016,152,7
84,24,7,3667,385,8,21,2013,150,6
2267,7,5,10734,284,8,48,2019,64,4
1674,434,10,9162,642,3,2,2009,124,2
945,398,9,20414,674,1,27,2016,116,1
1435,26,5,28925,639,8,18,2008,20,4
388,155,7,19325,585,8,9,2011,53,2
2029,111,10,28844,509,9,25,2015,198,1
1375,110,7,25360,121,4,50,2005,161,6
166,8,8,14568,287,6,29,2008,61,4
1048,254,1,1523,512,8,11,2019,41,4
889,68,6,26462,176,7,4,2006,122,4
683,123,10,7550,252,9,50,2020,52,5
1714,267,8,29708,264,8,19,2020,124,4
2241,375,5,22241,502,4,2,2012,57,7
648,200,10,10491,281,10,2,2021,26,5
2709,205,7,2554,255,5,36,2010,141,3
1614,115,8,12057,97,10,47,2004,54,5
1149,36,8,2957,238,2,15,2001,90,2
1796,270,1,1056,680,9,46,2004,170,4
1934,177,5,1956,643,10,45,2010,159,1
801,217,7,25004,347,4,48,2016,140,2
1288,14,1,25668,581,10,31,2007,143,7
2447,168,7,4495,591,10,16,2004,25,1
626,422,10,3554,285,3,37,2007,56,2
2901,306,7,21553,159,5,38,2019,178,1
1439,243,4,11168,421,8,31,2008,51,4
674,437,4,20963,601,6,11,2021,54,6
1331,232,4,17151,650,5,49,2019,19,6
364,195,4,7405,353,3,33,2001,149,3
936,382,4,2496,221,7,33,2021,148,3
2870,443,5,4462,418,1,13,2008,150,5
2402,92,1,5979,112,4,11,2016,85,1
881,115,10,22363,253,7,5,2000,49,2
694,126,1,27530,659,8,18,2003,113,5
289,364,5,19233,420,8,21,2000,9,1
2431,439,4,17961,154,1,16,2003,58,2
2873,255,7,8521,534,10,32,2004,121,6
1871,413,10,17351,455,8,29,2004,163,2
502,45,6,6424,584,7,26,2019,118,3
2613,67,5,17135,378,1,13,2014,189,2
2178,234,9,23255,246,7,38,2021,76,1
3,65,9,22135,232,1,24,2005,151,1
2755,407,3,19651,263,5,1,2009,161,2
2077,399,4,21975,506,3,43,2020,188,1
2191,233,5,16673,164,10,36,2001,65,1
522,294,1,9460,171,10,50,2011,200,6
509,25,2,25126,336,10,43,2019,38,5
435,13,8,7796,496,4,17,2021,89,6
806,186,2,5933,553,2,31,2015,26,5
711,329,1,19171,578,6,49,2019,199,1
1236,157,8,29012,86,2,3,2021,55,2
262,35,4,4620,384,7,50,2020,100,2
2902,154,6,15565,163,3,12,2005,22,4
1763,163,10,596,676,2,27,2020,194,6
883,132,6,8486,306,5,18,2019,168,2
2700,89,9,199,619,2,15,2009,99,7
1592,14,1,6671,540,6,25,2002,37,1
1901,379,8,5841,201,5,3,2010,165,3
691,79,3,25555,129,1,3,2018,126,5
2909,129,3,12598,679,9,39,2021,119,3
1658,221,9,21766,126,7,9,2005,22,1
2321,250,1,23026,477,1,41,2000,129,1
1115,248,3,10062,118,1,39,2000,173,4
1921,346,6,19529,444,2,11,2009,19,4
2066,244,4,15114,295,7,13,2013,140,3
197,398,7,19432,576,3,38,2013,96,6
742,242,10,17265,546,3,26,2015,91,5
2348,59,2,20413,248,2,46,2004,107,7
1784,229,9,21638,622,8,43,2002,119,6
1758,151,1,21324,604,9,8,2010,82,2
1456,187,7,24749,649,6,12,2019,145,2
2710,397,4,21671,293,3,31,2003,89,4
364,3,7,4909,391,5,31,2010,115,2
2095,306,7,7496,510,6,20,2005,183,6
1375,442,7,13237,139,5,19,2020,46,1
709,437,4,14547,417,4,19,2020,168,5
28,14,9,7649,491,2,2,2015,183,4
2708,406,5,3603,153,2,30,2015,142,4
1487,210,4,14535,127,1,49,2003,164,1
1587,450,2,14207,553,8,18,2003,49,3
1057,215,6,5424,337,8,13,2020,194,7
302,214,4,22407,345,8,13,2014,67,6
753,43,1,8309,578,10,24,2007,4,2
2394,124,8,912,473,1,8,2016,165,5
2893,201,10,6380,499,8,50,2001,192,6
373,402,10,1535,232,8,45,2019,192,6
1325,192,6,10989,175,6,48,2010,18,3
1512,371,8,7014,162,10,35,2008,176,5
1378,64,7,20891,477,9,38,2010,194,3
364,297,8,15721,147,4,42,2005,49,7
1263,407,6,21258,653,4,19,2006,157,1
2492,362,10,9877,411,5,50,2016,130,7
257,70,6,10430,629,6,31,2019,94,5
1680,212,10,25522,658,4,9,2011,107,7
2287,247,6,18192,559,10,32,2003,192,6
1933,15,5,20741,238,1,28,2002,107,2
339,429,9,7215,385,8,15,2011,184,5
2167,427,4,26666,286,6,16,2017,166,7
1522,28,3,5339,260,8,6,2019,160,2
1592,163,7,25608,325,2,6,2017,12,4
185,409,6,19048,378,1,23,2014,105,4
2951,408,9,14399,192,5,12,2000,162,5
427,229,9,24960,175,3,25,2012,153,7
2840,7,3,29316,155,9,11,2001,140,1
1071,298,2,28028,320,9,46,2002,55,1
2371,303,2,24097,311,3,44,2021,5,5
2403,407,7,22177,375,2,18,2013,33,2
1436,237,10,25511,302,5,40,2004,119,4
2526,244,4,5265,660,3,15,2011,162,3
1058,113,4,13916,355,2,49,2011,73,1
2535,313,10,11741,586,1,34,2012,74,2
236,65,10,17104,338,2,37,2021,125,3
1991,77,10,17819,617,8,17,2003,173,2
2824,325,3,1238,493,6,44,2021,75,3
2184,117,9,43,670,6,18,2012,105,1
104,61,1,26521,341,9,34,2020,106,1
561,446,3,6714,263,1,14,2004,183,3
1423,324,9,10335,267,10,17,2008,161,6
353,7,1,11747,568,7,44,2009,67,6
2878,79,2,21493,228,4,49,2008,118,5
2762,34,10,1890,113,8,50,2002,102,1
389,73,5,7965,433,10,6,2015,25,6
888,180,10,14540,87,4,21,2010,137,1
612,135,10,23961,293,1,42,2009,112,4
1025,299,6,27432,405,4,1,2015,81,7
2947,235,4,28785,95,8,26,2005,126,1
2644,53,8,23763,459,7,21,2009,179,5
1679,415,3,17775,345,3,39,2013,141,6
235,240,2,19710,319,5,29,2009,167,3
86,325,8,2794,494,10,13,2010,137,2
2267,40,2,14201,242,6,38,2009,42,7
2247,411,8,10051,680,7,38,2001,16,5
1206,60,2,11756,251,8,37,2004,17,3
412,399,10,10496,543,9,18,2017,8,4
112,205,10,27825,178,1,34,2007,144,1
1642,128,7,1108,596,8,39,2021,45,6
2689,51,10,26437,577,1,2,2002,91,4
598,315,5,12941,228,8,43,2019,17,2
2985,448,4,20577,95,2,39,2010,144,7
1403,450,3,2759,696,3,20,2016,147,4
1891,205,7,15400,516,4,7,2010,130,5
2179,99,3,29120,128,6,17,2021,77,4
1988,238,1,11397,209,10,2,2008,95,3
2700,225,3,18317,187,4,46,2012,134,5
2490,269,1,3397,530,3,6,2020,87,3
2813,354,6,18543,477,8,4,2017,34,2
805,278,2,7853,116,4,4,2000,197,5
1799,36,3,1753,526,4,8,2019,57,7
1083,383,1,27335,515,2,40,2010,122,4
1,393,8,28079,193,5,22,2018,189,6
328,448,5,20406,227,8,50,2014,19,3
1534,315,1,29514,277,5,13,2001,162,2
1694,67,4,1465,342,6,34,2006,155,3
885,81,9,20751,475,8,34,2019,189,3
2893,351,3,14017,508,6,17,2001,164,7
1206,13,1,645,222,10,40,2010,156,2
1636,34,9,1215,679,6,42,2016,104,6
923,304,3,19309,81,3,42,2002,27,6
2548,65,1,8532,645,4,3,2002,59,6
1538,279,7,2555,288,1,2,2019,37,2
1774,123,8,24578,646,2,7,2014,9,5
360,194,10,12277,688,2,45,2016,154,4
2042,385,2,17306,645,1,26,2013,72,6
632,311,1,8816,360,10,18,2019,183,2
1415,4,8,26661,224,4,50,2006,156,5
126,305,4,3138,224,9,32,2012,125,5
431,87,9,10971,503,3,32,2007,101,2
1384,14,6,796,183,3,24,2015,113,5
261,54,6,29618,688,9,30,2011,109,3
1640,293,2,27236,319,9,48,2017,105,6
46,425,2,26190,579,4,7,2020,21,1
2375,82,7,20117,442,5,22,2010,44,4
318,158,6,14630,531,3,45,2012,51,1
2119,241,6,14482,454,1,16,2003,200,6
763,417,3,3756,225,2,26,2001,49,2
1262,167,9,29523,311,5,6,2012,35,2
146,282,4,1930,311,9,44,2003,10,7
1775,188,5,27435,263,6,30,2016,186,4
1758,202,2,18224,343,6,23,2017,144,2
2803,100,6,5134,303,3,35,2016,187,1
1368,292,3,841,303,9,18,2016,148,5
2352,340,9,21785,555,1,37,2000,75,1
2006,341,4,6819,204,9,36,2001,38,2
1820,354,6,11844,679,6,13,2006,135,3
1305,336,3,20942,677,8,47,2014,86,1
2699,279,9,27376,164,4,33,2009,123,6
2205,218,2,27515,503,9,34,2007,84,1
238,254,4,11879,348,5,11,2006,121,2
1568,192,7,7886,433,1,41,2013,185,6
536,146,6,2877,156,3,28,2015,184,3
300,210,4,23069,268,4,5,2021,150,3
2653,49,4,25351,395,1,37,2013,193,7
1561,3,8,17075,182,2,3,2017,181,4
491,57,8,26435,346,4,35,2021,62,4
181,130,6,27619,356,7,15,2001,106,7
1592,331,4,22126,683,1,44,2004,85,3
2164,46,10,21597,287,2,40,2015,89,6
138,22,3,13552,127,4,27,2011,135,5
818,330,2,12373,270,2,16,2001,71,4
1166,344,10,29365,121,1,46,2017,8,3
233,403,9,13997,288,1,44,2005,167,5
2312,359,1,4851,201,1,26,2006,48,7
1372,68,6,19495,293,4,31,2009,130,1
1930,59,5,9622,579,7,28,2015,57,4
1093,114,6,9839,159,2,30,2020,58,3
671,19,8,12522,252,3,5,2011,190,6
654,163,1,18273,402,2,49,2018,45,2
1348,325,9,12318,287,3,23,2019,187,5
2033,103,5,24276,380,10,1,2003,134,4
733,75,9,9317,147,10,39,2019,54,4
2997,422,6,6076,133,3,19,2004,53,5
2621,82,8,3987,580,7,47,2002,40,5
2050,164,4,7397,363,4,46,2010,82,4
434,31,4,16482,168,3,47,2003,159,1
1343,179,6,20297,396,10,22,2001,21,3
2946,3,7,21242,627,8,48,2008,80,7
680,142,1,885,291,6,15,2007,106,2
2441,428,4,4125,502,7,28,2001,63,6
1341,439,9,5645,469,3,9,2008,37,1
2461,12,3,22202,132,1,21,2007,41,6
2015,237,4,19609,661,3,43,2015,6,4
2287,247,3,22486,412,2,34,2016,40,2
41,432,3,2912,519,3,50,2015,56,3
951,134,5,107,575,3,42,2005,40,3
865,401,3,10914,492,7,21,2001,126,4
163,441,8,6833,499,4,33,2004,37,3
2685,260,2,16544,304,7,38,2011,117,3
2662,61,3,11790,135,7,29,2001,73,2
644,212,10,25091,455,9,8,2009,194,5
828,176,6,28816,661,7,13,2004,80,6
1986,353,1,15595,77,2,23,2008,187,4
1615,26,4,22416,551,2,29,2007,75,1
779,70,5,60,660,6,10,2016,198,1
1070,15,4,26819,241,8,34,2017,127,2
2126,377,3,21902,294,1,19,2005,100,1
115,168,8,9653,345,1,4,2007,96,2
1713,354,9,27584,409,4,1,2017,199,7
1214,337,7,8915,271,7,24,2006,140,5
1081,280,4,3972,356,8,48,2013,34,4
1,208,3,29092,318,3,47,2016,80,3
1096,198,2,4032,335,4,32,2021,154,5
1145,256,7,29323,674,2,21,2016,17,3
446,394,4,11952,273,10,30,2004,192,1
2687,347,2,11607,468,5,12,2006,109,1
602,79,3,372,423,9,9,2021,9,2
2788,257,3,24105,252,5,39,2010,199,7
1453,426,9,23047,241,6,32,2016,184,3
1259,23,2,16081,524,4,7,2002,50,1
1504,416,5,27292,547,7,29,2001,25,2
676,392,3,5621,392,8,32,2019,5,6
615,66,9,23117,501,9,37,2014,188,4
2403,253,9,23813,178,8,2,2004,48,3
1394,441,10,6876,477,10,34,2016,32,7
2732,432,4,17924,161,1,25,2016,22,6
2291,212,2,27392,439,8,14,2014,95,7
801,450,8,1158,547,6,12,2000,170,1
576,212,6,2913,147,5,40,2020,80,4
493,275,4,809,531,5,42,2021,118,3
6,227,7,29372,643,10,36,2010,149,3
1897,136,3,7151,130,5,4,2019,17,2
289,203,9,23023,556,4,11,2005,9,5
2329,362,3,10126,135,4,38,2011,7,5
1907,356,1,27128,455,1,16,2021,155,7
1926,377,2,2134,676,6,32,2009,194,5
1382,320,2,19832,145,5,10,2010,107,3
444,192,3,29093,195,2,7,2008,196,3
1443,417,7,508,499,4,6,2005,86,6
2754,23,10,2261,674,2,2,2007,125,4
1242,107,10,7447,286,10,44,2020,96,7
2972,140,7,24361,690,4,47,2004,163,1
2276,346,4,6426,410,1,31,2003,70,7
1970,325,9,2620,661,6,47,2020,100,1
1559,229,5,17748,475,2,36,2015,101,7
1741,31,8,16744,173,6,15,2017,152,7
944,442,2,10187,637,3,34,2008,157,1
976,399,2,17145,360,8,41,2002,62,1
1174,89,5,18716,172,7,16,2005,81,5
531,74,6,71,444,9,20,2019,7,5
1439,343,4,17763,693,4,13,2004,109,7
2320,135,4,2660,479,10,36,2020,147,5
2232,318,4,17593,475,3,43,2021,168,5
250,186,4,13056,453,8,34,2009,144,1
1406,247,8,26909,327,7,10,2021,42,7
2213,122,10,18207,410,3,12,2011,124,6
2943,79,7,18621,88,3,14,2016,64,2
1792,242,7,28787,598,1,32,2003,164,5
1066,179,10,18893,605,3,43,2004,165,4
2972,51,1,21053,678,2,13,2005,117,1
2839,417,2,20967,261,6,38,2003,91,7
920,199,5,1100,464,7,50,2016,179,7
2056,419,10,22128,261,1,26,2017,34,2
1792,372,6,12338,395,6,31,2003,199,5
1558,215,8,11825,168,1,17,2012,60,1
1276,393,7,4325,425,8,11,2007,125,3
1930,226,5,4740,237,9,20,2004,47,7
1876,117,8,24184,222,5,1,2021,33,5
2883,307,1,15295,483,8,47,2002,60,1
8,115,1,22979,500,9,22,2021,36,1
1570,238,7,1841,484,10,23,2008,63,7
2664,323,10,21655,192,10,42,2009,69,3
2470,356,7,26509,641,2,33,2005,139,3
1568,405,5,24033,601,2,18,2014,159,1
1646,9,10,10894,571,10,33,2009,162,6
1310,27,1,21062,395,1,2,2008,56,3
2307,350,10,1506,464,8,5,2021,1,6
1384,297,9,13906,379,8,2,2018,176,3
1127,288,9,2941,469,5,43,2018,52,4
714,100,5,22153,181,5,46,2005,74,6
1458,351,2,6123,533,6,32,2018,66,4
110,7,9,14999,139,3,27,2010,105,7
647,3,4,4152,459,10,47,2019,27,3
471,136,8,8794,505,9,23,2004,107,2
2371,51,5,5644,649,9,43,2017,130,2
2045,348,10,19708,146,6,27,2007,68,5
337,112,10,7001,169,2,31,2003,162,2
459,287,10,264,671,2,16,2010,167,2
1398,141,10,28727,197,2,42,2004,34,7
85,47,5,18663,676,3,26,2010,91,5
721,215,5,13575,651,1,42,2010,164,4
1861,98,7,7862,671,7,1,2012,113,3
373,199,3,16452,227,4,15,2013,129,6
2989,83,6,28862,439,7,32,2010,49,2
2598,28,8,19181,170,3,5,2003,197,7
1638,111,2,4204,618,1,42,2005,112,4
79,348,7,15168,404,9,38,2014,154,4
952,275,4,297,679,4,39,2010,93,4
1799,132,9,4104,436,5,47,2007,185,4
2441,122,4,7529,320,4,43,2010,96,1
1787,170,10,6303,408,1,11,2010,63,5
233,98,5,4928,514,4,20,2012,65,2
2379,15,3,26176,446,3,40,2004,121,3
2217,186,1,9845,348,1,20,2013,34,1
1724,146,9,27435,261,5,43,2004,69,2
2640,390,1,16770,350,7,11,2010,102,2
1787,270,1,2554,370,3,39,2020,63,2
1016,409,7,19524,473,8,11,2017,171,7
1315,279,9,6223,461,7,24,2004,37,2
2886,87,6,4300,216,9,45,2019,61,7
2005,95,7,7497,375,1,18,2011,54,7
2326,175,3,26038,224,9,35,2008,41,4
2478,406,10,4393,225,7,2,2000,46,1
2017,81,1,28188,359,2,2,2021,160,2
1394,5,8,1297,419,6,47,2009,164,4
1612,187,9,13866,424,7,43,2018,60,5
244,266,10,10475,338,7,16,2006,43,6
2320,403,2,17912,657,3,24,2006,35,1
133,238,1,4366,324,7,43,2001,64,6
1048,358,9,3815,522,4,20,2010,200,7
1711,439,3,12923,218,7,49,2008,10,6
2727,165,9,18871,512,10,46,2005,87,5
739,425,9,16742,114,8,36,2021,62,4
1891,412,7,20186,430,5,39,2009,7,4
2050,450,3,22671,557,7,4,2010,178,7
2474,325,2,15347,483,2,48,2008,52,4
1086,337,6,27989,288,4,30,2016,101,7
2788,188,1,734,183,2,22,2014,72,2
2230,73,8,24248,477,8,43,2008,128,2
2863,256,2,11809,220,5,47,2021,157,2
1037,433,7,4425,508,1,48,2015,49,4
756,283,4,1127,370,1,31,2002,89,7
1420,174,4,20255,100,4,44,2005,187,5
2024,368,5,2199,412,1,1,2011,164,1
1385,238,3,13893,325,8,45,2017,33,6
2183,301,10,17236,194,3,44,2007,63,1
214,28,2,811,100,4,30,2006,156,6
2015,445,7,3200,399,6,17,2004,85,7
2121,80,2,10047,440,5,24,2002,139,7
1237,128,3,3883,630,9,24,2014,144,2
2367,337,6,2763,296,10,13,2017,97,3
1668,12,9,2036,517,1,48,2020,118,4
837,95,5,5398,490,8,3,2003,120,2
2180,214,7,26654,491,10,49,2004,172,5
2861,76,1,14881,286,4,19,2002,139,5
371,422,2,4462,197,5,23,2019,150,2
105,250,7,14087,434,7,20,2000,108,1
1921,65,10,3921,547,7,25,2004,96,7
426,446,8,13220,117,9,43,2018,95,1
1936,306,3,8955,209,4,23,2021,93,7
167,81,4,729,265,2,14,2021,111,1
